abstract,extractive,text
"The Industrial Designer gave his presentation on the basic components of a remote control device, and advised the group to use plastic for the casing material instead of metal.","and uh I found that too much metal in remote design could potentially cause interference with the ability of the remote to send commands .
And too much metal can cause remotes to behave unexpectedly by receiving false signals .
Um too much metal is used sometimes
and there's also the possibility of the remote catching on fire
just think of those lawsuits , that'd be really bad .
Therefore I suggest primarily plastic construction .
Um , components . Just some ideas that I had ,
um , energy source ,
it's kinda hip to be eco friendly
so I thought maybe we could do something with solar power with an alkaline battery backup .
Um the user interface ,
since we can't use metal
I was thinking maybe a high grade recycled plastic .
The chip , um , silicon based chip I don't really see any way around that ,
Um , the sender well I'm thinking infrared
'cause it is the industry standard ,
Uh PAL and N T S C compatible
and uh probably a two hundred foot range .
Um personal preferences ,
I really think that we should use plastic as opposed to metal ,
which adm admittedly is gonna come at the cost of a certain aesthetic value ,
Is is there a way that we can use um modern types of polymers , or mo modern types of plastics
that maybe do have some kind of aesthetic value
on the lapt on these laptops and other ones they use a a pretty nice ,
Yeah that shouldn't be a problem .","ID: So
ID: my findings ,
ID: um I just did a preliminary study here
ID: and uh I found that too much metal in remote design could potentially cause interference with the ability of the remote to send commands .
ID: And too much metal can cause remotes to behave unexpectedly by receiving false signals .
ID: Um too much metal is used sometimes
ID: and people pick up radio signals and the like ,
ID: and there's also the possibility of the remote catching on fire
ID: and injuring the customer ,
ID: just think of those lawsuits , that'd be really bad .
ID: Therefore I suggest primarily plastic construction .
ME: 
PM: 'Kay .
ID: Um , components . Just some ideas that I had ,
ID: um , energy source ,
ID: it's kinda hip to be eco friendly
ID: so I thought maybe we could do something with solar power with an alkaline battery backup .
ID: Um the user interface ,
ID: I was
ID: since we can't use metal
ID: I was thinking maybe a high grade recycled plastic .
ID: The chip , um , silicon based chip I don't really see any way around that ,
ID: we can't really be different in that respect .
ID: Um , the sender well I'm thinking infrared
ID: 'cause it is the industry standard ,
ID: multi channel ,
ID: that's a word I made up ,
ID: I don't really know what it means .
ID: Uh PAL and N T S C compatible
ID: and uh probably a two hundred foot range .
ID: Uh and the receiver of course is any number of electronic devices .
ID: Um but in this case it'll only be T V s .
ID: Um personal preferences ,
ID: I really think that we should use plastic as opposed to metal ,
ID: um , the company simply can't afford this kinds of lawsuits
ID: which adm admittedly is gonna come at the cost of a certain aesthetic value ,
ID: 'cause we were thinking
PM: Mm .
ME: 
PM: 'Kay . Fair enough .
PM: 'Kay .
ME: Fine .
PM: Is is there a way that we can use um modern types of polymers , or mo modern types of plastics
PM: that maybe do have some kind of aesthetic value
PM: um like
PM: if a white
PM: like
PM: if we talk about
PM: like well like
PM: on the lapt on these laptops and other ones they use a a pretty nice ,
PM: you can do i is there some kind of nice colo der quality plastic that we can work with ?
ID: Right .
ME: It needs , yeah .
ID: Yeah that shouldn't be a problem .
ID: Um for example the plastic they have on your laptop there is something that's perfectly possible for us to do ."
"The industrial designer talked about the options for energy source, case shape and material, and internal components.","No it means curved in two dimensions .
So double curved is like this , this , this , or
So uh w single curved ? Uh let's say would be a b square box , but then with curves on one dimension .","ME: So double curved is like this , this , this , or
ID: No it means curved in two dimensions .
ID: So uh w single curved ? Uh let's say would be a b square box , but then with curves on one dimension .
ID: And double curved would means that it would have curves curves in every direction . Like three D . Yeah .
ME: Mm .
ME: Yeah .
ME: Also in in height ?
ME: Yeah okay ."
The Project Manager reviewed the decisions from the previous meeting.,"the minutes from the last time .
Um we had a couple of um changes in our plans in that we couldn't use teletext , it wasn't gonna be a control for everything
um and that we had to incorporate the image of the company into it somehow .
we have decided on a leaving out the voice recognition ,
we've decided on there being a flip design
and um a different shape from what's normal .
We were thinking a shell , but something along those lines ,
and we were gonna think about the port and an alarm for getting it lost ,","PM: I'll wait until you're all um hooked up .
ME: Oh good grief .
UI: 
ME: 'Kay .
PM: Okay .
PM: 
ME: Oh .
PM: Put it on in that way .
PM: Thanks .
UI: Oops .
PM: Okay .
UI: Mm .
PM: Welcome back everybody , hope you've had fun .
ID: 
UI: After lunch .
UI: Yeah .
PM: Right um this is our conceptual design meeting ,
PM: um
PM: I think we're slightly ahead of ourselves
UI: Mm-hmm .
PM: from the last meeting ,
PM: I th I I think yeah um .
ID: Yeah , yeah I was getting that impression as well .
UI: Mm-hmm .
ME: Mm .
PM: This is where we talk about um properties , materials , user-interface and trend-watching .
ID: Etcetera .
ME: Mm-hmm .
PM: So I think we've touched on a few things to do with that already ,
PM: but we'll just go over it .
PM: Um
PM: the minutes from the last time .
PM: Um we had a couple of um changes in our plans in that we couldn't use teletext , it wasn't gonna be a control for everything
PM: um and that we had to incorporate the image of the company into it somehow .
PM: Um
PM: we have decided on a leaving out the voice recognition ,
PM: we've decided on there being a flip design
PM: and um a different shape from what's normal .
PM: We were thinking a shell , but something along those lines ,
PM: just a different shape from what's normal , um .
PM: You were going to look into the rechargeable batteries
ID: Yeah .
UI: 
ID: Yeah .
UI: 'Kay .
PM: and we were gonna think about the port and an alarm for getting it lost ,
PM: things like that ,
PM: um and our market was going to be young , business , kind of range ."
The project manager opened the meeting by explaining how to locate his minutes from the previous meeting.,"So welcome back .
first . I want to say I'm the secretary ,
so I make the minutes .
You find them in your in the map in the From the group .
There's the minutes from the first meeting .
You'll find the next minutes also there .","PM: Okay .
PM: So welcome back .
PM: What do do we have to do ?
ME: 
PM: 
ME: .
PM: So
PM: first . I want to say I'm the secretary ,
PM: so I make the minutes .
PM: You find them in your in the map in the From the group .
PM: There's the minutes from the first meeting .
PM: You'll find the next minutes also there .
PM: Then
PM: I wanna hear from you , what you've done .
PM: And after that I have some new product requirements . So
PM: And after that we have to make decisions , what we will do .
PM: And then we're ready .
PM: We have forty minutes for this meeting .
PM: After that we'll have lunch ."
The project manager recapped the decisions made in the previous meeting.,"Um alright first off we'll just uh recap from our last meeting .
Um which was we got together just to basically decide on well to talk about what it is that we were actually uh supposed to be doing ,","ME: Oh right okay .
ME: I cover myself up .
PM: I feel like Madonna with one of these on .
PM: I said I feel like Madonna with one of these on .
ID: 
ME: .
PM: 
ME: I've always wanted one of these , I really have .
ME: Where do you buy 'em from ?
ME: They're .
PM: 
UI: 
ME: 
PM: Right . Hello everybody .
PM: Back again for another wonderful meeting .
PM: Is uh everyone ready ?
PM: Okay ,
PM: we c we can hold on for a minute .
UI: Hello .
ID: .
ME: 
UI: Yeah .
ME: Yeah .
ID: Almost .
ME: 
ME: Oh my gosh .
ME: 
PM: I figured with the spam thing , if you can't beat it , join in .
ME: 
UI: 
UI: That's the kind of spam that everybody likes to receive .
ME: 
ME: 
ME: 
ID: Mm 'kay .
PM: Are you ready ?
PM: Okay , right , well ,
PM: I take it that you are all ready now .
PM: Um alright first off we'll just uh recap from our last meeting .
PM: Um which was we got together just to basically decide on well to talk about what it is that we were actually uh supposed to be doing ,
PM: and who we all are and stuff like that ,
PM: mm get bit more of an idea together of what's going on .
ME: 
ME: 
PM: Um what we are gonna talk about in this meeting is um
PM: now that we know what it is that we are doing , now we know that it's a T V remote and stuff
PM: and you guys have just been off doing some some uh R and D for that ,
PM: that's research and development for those that haven't heard that before ,
PM: see I'm learning all sorts of new technologi terms in technology today .
PM: Um yeah , we're gonna hear your uh th three little presentations ,
PM: whether they be on computer or on the whiteboard or whatever you want .
ME: Mm-hmm .
UI: 
ME: 
UI: Hmm .
UI: Do you have any preference uh of order ?
PM: Um I'd like to um hear
PM: o I'd like to hear who's g who's on the um from from uh Catherine actually first .
PM: I want
PM: what I'd like to hear about is uh if we've finally decided on um what sort of energy we're gonna be using and
ME: 
ID: 
ME: Batteries .
UI: I think she is still finishing her .
ID: No no no no , it's fine I'm just preparing .
PM: It's just that
PM: yeah , let's let's hear from you first .
UI: Hmm .
ID: Okay ."
The user interface designer described how a remote works and how to go about designing one.,I think there's there's certainly a market for technology that looks cool .,"PM: Thank you very much .
PM: That was that was great .
PM: Um 's move on to the next presentation um on effects .
PM: Was that you ?
PM: Great .
ID: Mm 'kay .
ME: Hmm .
ME: Yeah ,
ME: have I unscrewed it ?
PM: Push .
PM: User interface ,
PM: right .
PM: Interface .
ME: Here we go .
UI: Cheers .
ME: Mm-hmm .
ME: And I think that's in the shared , if I did it right , if anyone wants to look at it .
PM: Mm 'kay ,
PM: thank you .
ID: Okay ,
ID: great .
ME: 
PM: Okay .
UI: Here we go .
UI: So
UI: I had a look on the on the web uh to see if I could find a few examples of existing television remote controls .
UI: In analysing these we can consider what what things what's good about them ,
UI: uh what things do they get right ,
UI: what's bad about them ,
UI: what's wrong with 'em ,
UI: um how we can improve on the designs that that that I found
UI: and what can we do to make our product stand out from from the large majority of remote controls .
UI: Here's two examples uh probably at the extreme ends of the spectrum .
UI: Um on the left here we've got uh an engineering-based design for a remote control ,
UI: so it's one that's got lots of buttons ,
UI: it's it's fully featured ,
UI: everything you might possibly want to do is there ,
UI: you know , it's got forward , backwards , up , down , channel numbers , volume , uh freeze frame .
UI: Yeah ,
UI: it's it's fully featured
UI: and it might take a while to get to learn to use it ,
UI: but once you've learned it you can you can do whatever you want with your T V .
PM: 
ID: 
UI: The one on the right is a lot more basic .
UI: It's just got the essential functions of the T V changing the channel , play , stop , volume .
UI: It would be a lot quicker to learn to use it ,
UI: but again th it's it's swings and roundabouts .
UI: There are disadvantages ,
UI: you can't use it say to to freeze the television picture .
UI: Uh there's a lot of features that are missing from that remote control .
UI: So we've got to to find our find a way of striking a balance between the two .
PM: Mm 'kay .
PM: Thank you very much .
PM: That was very useful .
PM: It's funny to see the drastic difference between those two remotes . Um .
ID: Hmm .
PM: And neither of them were very pretty , you know ?
ME: No .
UI: 
ID: Yeah .
ID: I think that could be our selling point .
PM: Mm .
ME: A fashion fashion remote .
UI: I think there's there's certainly a market for technology that looks cool .
UI: And I think that's that's why companies like Apple've 've 've made a lot of progress .
ID: Right .
PM: Mm .
ME: Mm-hmm ."
The project manager recapped the events of the previous meeting and briefed the team on some new requirements the team must follow when designing the remote.,"we'll start with the minutes of the last meeting .
discussed the possibility of a macro facility , interac interacting the T V a bit more , um mentioning of bar-code , joystick for user manipulation , um and ergonomics of the remote control as well .
Um it's come to my attention the following .
Teletext has become outdated due to the populat popularity of the internet .
Remote control should only be used for the T V . Um due for uh time to market and possibly also cost issues .
Um also key is the corporate image should stay recognisable ,
um f uh your colour and slogan of course is down at the bottom there .
Just to say quickly uh I would have thought that only being used for a television the macro facility may now not be required .
to the point in my opinion anyway that it might not be worth pursuing .
Um if anybody disagrees we can uh definitely say so .
Um I'd like to if possible hear from our Marketing Expert first ,","ME: Just put it on the deskt desktop .
PM: No
PM: on the desktop you'll find you should find that there's a project documents link .
PM: A
PM: well
PM: actually just there .
PM: Yeah . That's it .
PM: If you dump it in there .
ME: Project documents ,
ME: yeah .
ME: What's your username ?
PM: Your username .
ME: What's your username and password ?
ME: Mm-hmm .
ME: Sorry .
ME: Okay .
ME: There we go .
PM: Okay .
PM: Excellent .
PM: Right .
PM: Hopefully that's us ready to uh to go .
PM: So .
PM: Functional design meeting .
PM: We'll have to flesh out some of the uh stuff . Um
PM: we'll start with the minutes of the last meeting .
PM: Not a lot thankfully to say .
PM: We introduced ourselves ,
PM: discussed the possibility of a macro facility , interac interacting the T V a bit more , um mentioning of bar-code , joystick for user manipulation , um and ergonomics of the remote control as well .
PM: Um it's come to my attention the following .
PM: Teletext has become outdated due to the populat popularity of the internet .
PM: Remote control should only be used for the T V . Um due for uh time to market and possibly also cost issues .
UI: Mm .
PM: Remote control should only be used for the T V . Um due for uh time to market and possibly also cost issues .
PM: Um also key is the corporate image should stay recognisable ,
PM: um f uh your colour and slogan of course is down at the bottom there .
PM: Um . Now .
PM: Just to say quickly uh I would have thought that only being used for a television the macro facility may now not be required .
PM: Um or at l its functionality would have been of limited use .
PM: So
PM: to the point in my opinion anyway that it might not be worth pursuing .
PM: Um if anybody disagrees we can uh definitely say so .
PM: Um and hopefully we'll just crack on and we'll get everything going .
PM: Um I'd like to if possible hear from our Marketing Expert first ,
PM: to help us gain an idea of where we're going to go .
PM: So um
PM: I'll just load up your presentation from here if you want .
ME: 'Kay .
ME: Sure .
ME: Um , sh would you like to
ME: I'll just do it from here .
PM: Yep .
PM: Sorry .
PM: Uh . Is yours the
ME: Um , try second one maybe .
ME: Try it ,
ME: yeah maybe .
PM: Oh
PM: sorry .
PM: Okay , right .
ME: Yeah . Okay .
ME: Oh , I thought I put in my last name ,
ME: I guess not ,
ME: but .
PM: Uh if you
PM: that's all right .
PM: If you
PM: do you want me to just cycle through it for you or ?
ME: Okay .
ME: Oh yeah , that'd be fine , that'd be great .
ME: Okay .
ME: Functional requirement by me Ebenezer .
PM: Yeah ?
PM: Okay ."
"After they talk about features they might include, the project manager closes the meeting by allocating tasks.","What we have to do now is to go back to our little places ,
complete our questionnaire
and some sort of summarisation ,
Send me your presentations so that I can use them to make the minutes ,
and after lunch we go back to our own little stations and have thirty minutes more work .
Um I'll put the minutes in that project documents folder ,
but I'll send you an email when I do it , so that you know .
You'll be looking you'll be looking at the user interface concept ,
and you're watching trends to see how we go
as to where we're going from here , you're going to look at the components concept .
w before lunch we just have to complete the questionnaire and some sort of summary .","PM: What we have to do now is to go back to our little places ,
PM: complete our questionnaire
PM: and some sort of summarisation ,
PM: which y you'll get immediately by email .
PM: Send me your presentations so that I can use them to make the minutes ,
PM: and then we've got a lunch break
PM: and after lunch we go back to our own little stations and have thirty minutes more work .
PM: Um I'll put the minutes in that project documents folder ,
PM: but I'll send you an email when I do it , so that you know .
PM: It should be on your desktop ,
PM: so on the
PM: yeah .
PM: So I'll put it I'll put them there as soon as I've written them .
ID: 
UI: Mm-hmm .
ID: So where exactly is this i
ID: Ah , okay .
ID: Yeah .
UI: Yeah .
UI: Did you find it ?
UI: It's just
UI: yeah , yeah .
ID: Yeah , yeah in that one ,
ID: right yeah .
PM: Yeah , and email them round .
ME: Oh , so y you want our um PowerPoint presentations in there , hey ?
PM: Yeah ,
PM: that would be great .
ME: Okay .
UI: Oh so so we'll just put them i there ,
UI: we we yeah , w we won't even okay .
PM: Oh yeah , put them in there . Yeah ,
PM: then you don't have to email them .
ME: There you go .
ME: But is everyone's called functional requirements ?
PM: No ,
PM: they're all called something slightly different .
PM: Technical requirements and something something , yeah .
PM: So , if you put them in there , we'll all be able to see them and refer to them if we need to .
ID: No .
ME: Okay , so that's good .
ME: That's me done .
UI: Yeah .
ME: Okay , cool .
PM: Um
PM: as to where we're going from here , you're going to look at the components concept .
PM: Yeah ?
PM: Whatever that means .
ID: Right .
UI: Yeah .
PM: Yeah .
ID: I guess I'll find out .
UI: 
PM: You'll be looking you'll be looking at the user interface concept ,
PM: on something conceptual
PM: and you're watching trends to see how we go
PM: and surely voice recognition'll fall off the map or something that
PM: um we'll keep keep our options op hmm ?
ME: 
UI: Uh something conceptual , yeah .
ME: 
ID: Wha what was it again that I was supposed to look into ?
ID: Con components , oh .
PM: Components ,
PM: yeah .
UI: Hmm .
UI: Sorry ,
UI: but um the next meeting um are we going to have it um right after lunch
UI: or shall we prepare our
PM: No ,
PM: we have we have
PM: after lunch we have thirty minutes to ourselves to prepare ,
PM: so that's fine ,
PM: w before lunch we just have to complete the questionnaire and some sort of summary .
UI: To prepare ,
UI: okay , yeah , that's good .
UI: Okay .
PM: Okay ?
PM: Right on time .
PM: Okay ,
PM: so you can
PM: I guess we'll see you for lunch in a sec ?
UI: Cool .
UI: 
ME: 
UI: Okay , see you ."
The group introduced themselves and their roles to each other.,"We uh are to get acquainted .
So does everyone want to say who they are ?
I'm Robin .
I'm the Marketing Manager .
I'm Louisa .
I'm the User Interface Designer .
I'm Nick .
I am the Industrial Designer .
And I'm Alastair
and I'm the project leader .","PM: Right , so
PM: start of the first meeting .
PM: Uh .
ME: Mm-hmm .
PM: Right , so agenda of the first meeting .
PM: Where we uh We have twenty five minutes for this meeting .
ID: Okay .
PM: Where we uh We have twenty five minutes for this meeting .
PM: We uh are to get acquainted .
PM: So does everyone want to say who they are ?
PM: that seem sensible ?
ME: Yeah .
ME: I'm Robin .
ME: I'm the Marketing Manager .
UI: I'm Louisa .
UI: I'm the User Interface Designer .
ID: I'm Nick .
ID: I am the Industrial Designer .
PM: And I'm Alastair
PM: and I'm the project leader .
PM: Alright okay ,"
"The Project Manager gave new requirements for the product: the remote will not include a teletext function, will only be used for television, and must show the corporate image.","management come with the new proposal ,
and I have to discuss a few points on this .
Uh both says new insights in the aim of your project .
Uh the one is uh the teletext becomes uh outmoded , okay because if uh because of the computer systems and the new technology .
we don't need to consider really about the teletext all in our new project design .
And the second one is about uh the remote control .
Should be used only for the T V .
And the third point , it's very very important to establish our uh marketing or uh corporate image , okay , with this new project or new product .","PM: Okay uh
PM: Agnes , you can help me for the slide when
PM: okay .
UI: Yep .
UI: Sure .
PM: Okay ,
PM: welcome back .
PM: I hope uh you have a fresh head and a fresh time .
PM: How t now the meeting
PM: actually we gathering here to discuss about the functional design meeting .
PM: Okay ,
PM: and uh we'll issue some information from uh all of you .
PM: And it's in the , I think uh , in the sharing folder .
PM: And uh I will invite uh the Christine and the Ed and uh Agnes to discuss about on the various subjects .
PM: So
PM: can you go to the next slide ?
PM: Yeah uh
PM: the agenda of the meeting is opening .
PM: Then uh I'm going to talk about uh the project management ,
PM: what I'm going to do ,
PM: and uh , of course , I'm doing the project management and secretary both ,
PM: okay ,
PM: to take the minutes of the meeting .
PM: And there are three presentations .
PM: One is uh new project requirements .
PM: And the second one about uh decision on remote control functions .
PM: And uh finally we are closing .
PM: Uh and the meeting time will be uh forty minutes ,
PM: so you have to be very quick .
PM: And I have come up with the
PM: management come with the new proposal ,
PM: okay ,
PM: and I have to discuss a few points on this .
PM: Uh both says new insights in the aim of your project .
PM: Uh the one is uh the teletext becomes uh outmoded , okay because if uh because of the computer systems and the new technology .
PM: So
PM: we don't need to consider really about the teletext all in our new project design .
PM: And the second one is about uh the remote control .
PM: Should be used only for the T V .
PM: That's what our uh management says .
PM: And the third point , it's very very important to establish our uh marketing or uh corporate image , okay , with this new project or new product .
PM: Okay ."
"They briefly discuss the project process and agree that they worked well together, had excellent teamwork, and created an effective product that meets the budget cost.","I think we worked well together
and looked really at what the consumers wanted and what we were trying to make
th this this slide here I mean the satisfaction with uh room for creativity ,
seemed to discuss things pretty well
I think we've allowed ourselves uh as much creativity as the uh the the the product uh allows .
Um I won't comment on leadership ,
uh teamwork I think we've uh I think everybody's uh worked pretty well together .
Um we've just about coped with the whiteboard and digital pens ,
and new ideas found , um , again gi no given relatively everyday product , I think we've v very uh very effectively come up with a a new uh
uh a new approach .
Um are the costs within budget ?
Yes .
Is the project evaluated ?
We're we're all happy that it it meets all the criteria , um","PM: either of you want to uh say anything ?
ID: Uh .
PM: Mm .
UI: Mm .
PM: Before I uh
ID: 
UI: Ps
UI: I don't think so ,
UI: I mean
UI: I think we worked well together
UI: and looked really at what the consumers wanted and what we were trying to make
UI: and you know ,
UI: seemed to discuss things pretty well
UI: and come to group consensus
UI: and
PM: No .
ID: .
PM: Yeah .
PM: Yeah .
ID: Mm-hmm .
PM: Well
PM: that's right ,
PM: I mean
PM: th this this slide here I mean the satisfaction with uh room for creativity ,
PM: I mean
PM: I think we've allowed ourselves uh as much creativity as the uh the the the product uh allows .
PM: Um I won't comment on leadership ,
PM: uh teamwork I think we've uh I think everybody's uh worked pretty well together .
PM: Um we've just about coped with the whiteboard and digital pens ,
PM: uh I think the results speak for itself
PM: and new ideas found , um , again gi no given relatively everyday product , I think we've v very uh very effectively come up with a a new uh
ID: Mm . Yeah , definitely .
UI: Yeah .
ID: Mm-hmm .
ID: Mm .
UI: Yeah .
ID: Yep .
PM: uh a new approach .
PM: Um are the costs within budget ?
PM: Yes .
PM: Is the project evaluated ?
PM: We're we're all happy that it it meets all the criteria , um
ID: Yep ."
The UI preferred an easy-to-use remote to a multi-function one.,"But my in my opinion , the the easy to use R C is uh the best uh possi possibility for us .","PM: Um the individual presentations ,
PM: I th
PM: um Roo or Sebastian , who of you would like to start ?
UI: Yeah , I'll start .
PM: Uh uh yeah . Okay ,
PM: great .
ID: Yes .
UI: Um Oh ,
UI: how can I uh
UI: Geez ,
UI: and sli and show .
UI: Um Just uh press it .
PM: 
UI: Um Just uh press it .
UI: Uh yes .
UI: Alright . Um well
UI: w we uh we had discussed this already in the fin in the previous uh discussion .
UI: Uh the method of the remote control is just
UI: the function of remote control is basically to send messages to the television set .
UI: So that was the main uh important thing what a remote control should do .
UI: Then I found uh two different kind of remote controls ,
UI: the multi-function uh remote control with many possibilities , but um the lack of the feeling I already mentioned uh in the previous uh discussion .
UI: And the ease-of-use remote control with uh the less p possibilities but a great feeling in in touching the buttons .
PM: Yeah .
PM: Mm-hmm .
PM: Yeah .
UI: Um but um yeah .
UI: My personal preferences were ease of uh the easy to use remote control ,
UI: because uh the user-friendliness and uh it can be more trendy in in user design .
UI: But um your new goal f was for uh people than less than forty years old .
UI: So maybe um the multi-function can be implemented in uh in our design .
UI: But it should b I think it should be a combination ,
UI: but teletext buttons are not uh in our design .
UI: So it should uh take out , well , eight buttons or so .
PM: Uh-huh .
UI: So it should uh take out , well , eight buttons or so .
UI: But my in my opinion , the the easy to use R C is uh the best uh possi possibility for us .
PM: Okay .
PM: Uh Ruud , did you get that ?
ME: Yeah , uh b uh most .
UI: Yeah .
PM: Okay , so
PM: the important thing here is
ME: 
UI: And it's also i indeed uh uh Ruud's uh insight in the in the topic .
UI: Yeah ,
UI: what what does the market want ?
UI: I I don't know .
ME: Oh ,
ME: user-friendly .
PM: In the market ,
PM: yeah .
PM: Yeah , okay ,
PM: w we will s we all uh
UI: Just for uh for user desi uh user uh friendliness I uh should choose for the the ease of use remote control .
PM: Yeah .
PM: Okay ."
The team had difficulty in meeting the the target cost and had to eliminate some of the more expensive components they had hoped to include in their design.,because I think uh we have a prototype now,"PM: Well
PM: but that's also useful for the evaluation ,
PM: because I think uh we have a prototype now
PM: which we can afford
PM: and uh we only need to draw a little bit to get a good uh
ME: Evaluation drops .
PM: design . Doodle .
PM: And I think we should then move on to the production evaluation because of the time .
ME: And erase the mic .
UI: Yeah ,
UI: goodbye mic .
ID: All I need is no mic .
ME: 
UI: 
ID: 
PM: Let's see ,
PM: we can save this now .
UI: Oh ,
UI: I already erased half of the line .
ID: Bon chance
PM: And move back to here .
UI: Too bad , oh .
PM: 
ID: 
ME: 
UI: Like this ?
PM: Mm-hmm .
UI: Still looks nice .
PM: And then all green .
PM: Okay , well
PM: thank you .
UI: Oh ,
UI: that's erase .
ME: Looks like a iPod .
PM: Oh ,
PM: no .
ID: No ,
ID: add
PM: Hey ,
PM: but you can erase that .
UI: Yeah ,
UI: that's a bit weird .
UI: Oh ,
UI: now I'm line .
ID: Yeah .
PM: Uh-oh .
ID: S Difference between lines and text and the pen .
UI: Yeah .
ME: Oh .
ME: All I need is mic .
PM: Right .
PM: And you can't erase this ?
PM: Hmm , strange .
PM: Okay , well uh
PM: just leave it at this
PM: and quickly save .
PM: Um and then we are going to the project or product evaluation .
PM: We just did our project evaluation .
PM: Um well ,
PM: I think I can sit for that
PM: since it's almost my final slide . Um
ME: 
UI: No ,
UI: it's weird .
ME: 
ID: 
ME: Station page .
ID: Huh ,
ID: looks fucking boring now ."
The project manager opened the meeting and introduced the upcoming project to the team members.,"We're here to have a kick-off meeting for the design of a f for the beginning of new project um uh remote control for the design for a new remote control .
and we speak about this tool we're going to design and try to make a project plan ,
Um I think the important points we have to t talk about are uh it's functional design , it's conceptual design , and desail detailed design .
and for that we're going um all to work individually and then have meeting during the whole day .","UI: Oops .
PM: So , hello everyone .
PM: We're here to have a kick-off meeting for the design of a f for the beginning of new project um uh remote control for the design for a new remote control .
PM: I'm the Project Manager Christa Pavlov
PM: and okay let's begin .
PM: 
ME: 
PM: So
PM: I'm first going to do an opening then we get used to one anothers
PM: and we speak about this tool we're going to design and try to make a project plan ,
PM: some discussion and then we talk of uh the next meeting .
PM: So um we want to to do a new remote control .
PM: It has to be original , trendy and user friendly .
ME: 
PM: Um I think the important points we have to t talk about are uh it's functional design , it's conceptual design , and desail detailed design .
PM: and for that we're going um all to work individually and then have meeting during the whole day ."
"The User Interface Designer and the Industrial Designer then presented the prototype that featured voice recognition, interchangeable cases, visible light, and a soft casing material.","Do we have um other , for lack of a better word , skins ? Covers ?
or are those ones gonna be developed later once we see how the couple we have g go or ?
we didn't quite have enough material uh .
as you can see this is just a most superficial layer
and um it'd be very easy to put another layer of something else like
Actually this bottom red ring here just unclips
and then you put a a new a new uh a new plate on top of that .
we definitely priced out a spongy even spongier non-natural look um materials
We also continued on with the ideas that f following uh Apple's colour schemes with the kind of the uh light orange and the green .
It's not it's not quite a a face plate ,
it's more like a pseudo-face plate
it locks into place such that , you know , it's pretty permanent
but at the same time , if we wanna go the other way it's just a matter of a couple of adjustments
and we could go the face plate way
Very cool , nice job .","ME: Do we have um other , for lack of a better word , skins ? Covers ?
ME: In play now
ME: or are those ones gonna be developed later once we see how the couple we have g go or ?
PM: 
UI: 
ID: Um , do you wanna answer this one
ID: or do you want me to answer it ?
ME: Do we know where we stand on that yet ?
UI: Well
UI: we didn't quite have enough material uh .
ME: Oh
ME: I wasn't expecting a prototype
ME: I just didn't know if you guys had any in mind yet .
ID: Yeah , yeah .
UI: Oh I see ,
UI: right , um .
ID: Um , well
ID: as you can see this is just a most superficial layer
ID: and um it'd be very easy to put another layer of something else like
ME: Okay .
ME: Just veneer really ,
ME: yeah . Okay .
UI: Right .
UI: Actually this bottom red ring here just unclips
UI: and then you put a a new a new uh a new plate on top of that .
UI: So
UI: I mean there are I
UI: we definitely priced out a spongy even spongier non-natural look um materials
UI: which I think worked out fine .
UI: We also continued on with the ideas that f following uh Apple's colour schemes with the kind of the uh light orange and the green .
ME: Mm-hmm .
ME: And the whole thing
PM: 
ME: Okay
ME: Right
ME: Yeah .
ME: There's
ME: Okay .
ME: Mm 'kay .
ME: Okay , very cool .
ID: It's not it's not quite a a face plate ,
ID: it's more like a pseudo-face plate
ID: because it's simple enough
ID: that in the factory it could we could very easily put a different one on it ,
ID: it locks into place such that , you know , it's pretty permanent
ID: but at the same time , if we wanna go the other way it's just a matter of a couple of adjustments
ID: and we could go the face plate way
ID: if you know what I mean .
ME: Okay .
ME: Okay .
ME: Yep .
ME: It's still an option if we need it .
ME: Very cool , nice job .
ID: Yeah .
PM: Right , yeah
PM: thanks guys
PM: that's very , very good work .
PM: I like it ,
PM: brilliant ."
